date_timestamp,symbol,open,low,high,close,volume,expiry,expiry_type
2023-04-28 10:06:00,BANKNIFTY,4299000,4297130,4299000,4298000,6075,2023-05-25 14:30:00,I
2023-04-28 10:07:00,BANKNIFTY,4298000,4297500,4298440,4297575,2675,2023-05-25 14:30:00,I
2023-04-28 10:08:00,BANKNIFTY,4298200,4297045,4298555,4297500,5150,2023-05-25 14:30:00,I
2023-04-28 10:09:00,BANKNIFTY,4297500,4296500,4297615,4297060,2700,2023-05-25 14:30:00,I
2023-04-28 10:10:00,BANKNIFTY,4297060,4291165,4297060,4292195,42300,2023-05-25 14:30:00,I
2023-04-28 10:11:00,BANKNIFTY,4292225,4291440,4292885,4291900,12500,2023-05-25 14:30:00,I
2023-04-28 10:12:00,BANKNIFTY,4291885,4287800,4292000,4289390,43750,2023-05-25 14:30:00,I
2023-04-28 10:13:00,BANKNIFTY,4290000,4288020,4290300,4290005,36600,2023-05-25 14:30:00,I
2023-04-28 10:14:00,BANKNIFTY,4290000,4289000,4290235,4289500,7650,2023-05-25 14:30:00,I
2023-04-28 10:15:00,BANKNIFTY,4289195,4288215,4290300,4290000,19575,2023-05-25 14:30:00,I
2023-04-28 10:16:00,BANKNIFTY,4290185,4289755,4291000,4290460,11175,2023-05-25 14:30:00,I
2023-04-28 10:17:00,BANKNIFTY,4290460,4288710,4290465,4289395,9075,2023-05-25 14:30:00,I
2023-04-28 10:18:00,BANKNIFTY,4289395,4289000,4290660,4290585,10000,2023-05-25 14:30:00,I
2023-04-28 10:19:00,BANKNIFTY,4290585,4289755,4290585,4290500,9625,2023-05-25 14:30:00,I
2023-04-28 10:20:00,BANKNIFTY,4290200,4289800,4290500,4290490,8200,2023-05-25 14:30:00,I
2023-04-28 10:21:00,BANKNIFTY,4290460,4290070,4292950,4292190,7550,2023-05-25 14:30:00,I
2023-04-28 10:22:00,BANKNIFTY,4292190,4291500,4292900,4291525,4625,2023-05-25 14:30:00,I
2023-04-28 10:23:00,BANKNIFTY,4291600,4291505,4292500,4291875,2625,2023-05-25 14:30:00,I
2023-04-28 10:24:00,BANKNIFTY,4291875,4291500,4293500,4293500,3975,2023-05-25 14:30:00,I
2023-04-28 10:25:00,BANKNIFTY,4293000,4292445,4293695,4292445,2875,2023-05-25 14:30:00,I
2023-04-28 10:26:00,BANKNIFTY,4292445,4292000,4293390,4292980,3950,2023-05-25 14:30:00,I
2023-04-28 10:27:00,BANKNIFTY,4292980,4290895,4292980,4292590,6750,2023-05-25 14:30:00,I
2023-04-28 10:28:00,BANKNIFTY,4292590,4291495,4292590,4291800,1975,2023-05-25 14:30:00,I
2023-04-28 10:29:00,BANKNIFTY,4291800,4291800,4292500,4292300,2200,2023-05-25 14:30:00,I
2023-04-28 10:30:00,BANKNIFTY,4292300,4290800,4292500,4291500,4475,2023-05-25 14:30:00,I
2023-04-28 10:31:00,BANKNIFTY,4291150,4290600,4292395,4291635,4850,2023-05-25 14:30:00,I
2023-04-28 10:32:00,BANKNIFTY,4291910,4291050,4292085,4291215,5275,2023-05-25 14:30:00,I
2023-04-28 10:33:00,BANKNIFTY,4291215,4289990,4291870,4289990,13825,2023-05-25 14:30:00,I
2023-04-28 10:34:00,BANKNIFTY,4289990,4289990,4291000,4290385,11450,2023-05-25 14:30:00,I
2023-04-28 10:35:00,BANKNIFTY,4290385,4289315,4290385,4289740,3550,2023-05-25 14:30:00,I
2023-04-28 10:36:00,BANKNIFTY,4290000,4289620,4290500,4290200,2575,2023-05-25 14:30:00,I
2023-04-28 10:37:00,BANKNIFTY,4290200,4290080,4292000,4291800,4075,2023-05-25 14:30:00,I
2023-04-28 10:38:00,BANKNIFTY,4291800,4290025,4292270,4290625,6075,2023-05-25 14:30:00,I
2023-04-28 10:39:00,BANKNIFTY,4290500,4290000,4291000,4290440,5725,2023-05-25 14:30:00,I
2023-04-28 10:40:00,BANKNIFTY,4290350,4290275,4291100,4290405,2575,2023-05-25 14:30:00,I
2023-04-28 10:41:00,BANKNIFTY,4290520,4290520,4291985,4291985,2800,2023-05-25 14:30:00,I
2023-04-28 10:42:00,BANKNIFTY,4291500,4291500,4293000,4292995,14250,2023-05-25 14:30:00,I
2023-04-28 10:43:00,BANKNIFTY,4293500,4290370,4293500,4290695,2200,2023-05-25 14:30:00,I
2023-04-28 10:44:00,BANKNIFTY,4290695,4290000,4291245,4290940,2950,2023-05-25 14:30:00,I
2023-04-28 10:45:00,BANKNIFTY,4290500,4290015,4291250,4291250,2175,2023-05-25 14:30:00,I
2023-04-28 10:46:00,BANKNIFTY,4290300,4289250,4291445,4290660,5800,2023-05-25 14:30:00,I
2023-04-28 10:47:00,BANKNIFTY,4290660,4290530,4292000,4292000,2225,2023-05-25 14:30:00,I
2023-04-28 10:48:00,BANKNIFTY,4292000,4291385,4292825,4292645,4775,2023-05-25 14:30:00,I
2023-04-28 10:49:00,BANKNIFTY,4292645,4291970,4295460,4294510,11700,2023-05-25 14:30:00,I
2023-04-28 10:50:00,BANKNIFTY,4294510,4293910,4295995,4295120,6225,2023-05-25 14:30:00,I
2023-04-28 10:51:00,BANKNIFTY,4295150,4295050,4298095,4297230,7725,2023-05-25 14:30:00,I
2023-04-28 10:52:00,BANKNIFTY,4297300,4296000,4297390,4297200,3825,2023-05-25 14:30:00,I
2023-04-28 10:53:00,BANKNIFTY,4297300,4296550,4298000,4297690,3000,2023-05-25 14:30:00,I
2023-04-28 10:54:00,BANKNIFTY,4297500,4296765,4298000,4297035,2850,2023-05-25 14:30:00,I
2023-04-28 10:55:00,BANKNIFTY,4297035,4296500,4298000,4296955,5675,2023-05-25 14:30:00,I
2023-04-28 10:56:00,BANKNIFTY,4296955,4296000,4297445,4296635,2250,2023-05-25 14:30:00,I
2023-04-28 10:57:00,BANKNIFTY,4297070,4296700,4297565,4297050,3675,2023-05-25 14:30:00,I
2023-04-28 10:58:00,BANKNIFTY,4297045,4294500,4297210,4296000,6075,2023-05-25 14:30:00,I
2023-04-28 10:59:00,BANKNIFTY,4296000,4295240,4297000,4296835,2475,2023-05-25 14:30:00,I
2023-04-28 11:00:00,BANKNIFTY,4296835,4296160,4297310,4296200,2100,2023-05-25 14:30:00,I
2023-04-28 11:01:00,BANKNIFTY,4296200,4296170,4297890,4297710,4050,2023-05-25 14:30:00,I
2023-04-28 11:02:00,BANKNIFTY,4297110,4296000,4298285,4296000,3800,2023-05-25 14:30:00,I
2023-04-28 11:03:00,BANKNIFTY,4296755,4296095,4297500,4297000,975,2023-05-25 14:30:00,I
2023-04-28 11:04:00,BANKNIFTY,4296610,4296355,4297420,4296800,1650,2023-05-25 14:30:00,I
2023-04-28 11:05:00,BANKNIFTY,4296530,4296530,4298285,4297300,3850,2023-05-25 14:30:00,I
2023-04-28 11:06:00,BANKNIFTY,4297300,4297015,4299700,4299495,14725,2023-05-25 14:30:00,I
2023-04-28 11:07:00,BANKNIFTY,4299160,4298000,4299615,4298000,4550,2023-05-25 14:30:00,I
2023-04-28 11:08:00,BANKNIFTY,4297535,4297500,4298670,4298000,2200,2023-05-25 14:30:00,I
2023-04-28 11:09:00,BANKNIFTY,4297955,4297640,4298600,4298490,2600,2023-05-25 14:30:00,I
2023-04-28 11:10:00,BANKNIFTY,4298490,4298020,4298700,4298450,2300,2023-05-25 14:30:00,I
2023-04-28 11:11:00,BANKNIFTY,4298500,4297105,4298995,4297105,2775,2023-05-25 14:30:00,I
2023-04-28 11:12:00,BANKNIFTY,4297150,4297000,4299245,4299245,2975,2023-05-25 14:30:00,I
2023-04-28 11:13:00,BANKNIFTY,4299335,4297365,4299335,4298200,1975,2023-05-25 14:30:00,I
2023-04-28 11:14:00,BANKNIFTY,4298670,4298130,4299000,4298575,1275,2023-05-25 14:30:00,I
2023-04-28 11:15:00,BANKNIFTY,4299325,4298835,4299995,4299100,5800,2023-05-25 14:30:00,I
2023-04-28 11:16:00,BANKNIFTY,4299170,4299170,4299900,4299195,1800,2023-05-25 14:30:00,I
2023-04-28 11:17:00,BANKNIFTY,4299200,4298000,4299700,4298000,3225,2023-05-25 14:30:00,I
2023-04-28 11:18:00,BANKNIFTY,4298000,4296685,4298735,4297100,3325,2023-05-25 14:30:00,I
2023-04-28 11:19:00,BANKNIFTY,4297660,4296500,4297660,4297320,3375,2023-05-25 14:30:00,I
2023-04-28 11:20:00,BANKNIFTY,4297465,4295105,4297465,4295105,3225,2023-05-25 14:30:00,I
2023-04-28 11:21:00,BANKNIFTY,4295275,4293585,4295900,4293940,5300,2023-05-25 14:30:00,I
2023-04-28 11:22:00,BANKNIFTY,4294015,4292180,4294690,4292965,6575,2023-05-25 14:30:00,I
2023-04-28 11:23:00,BANKNIFTY,4292200,4292200,4293735,4292925,4050,2023-05-25 14:30:00,I
2023-04-28 11:24:00,BANKNIFTY,4293525,4292200,4294130,4293885,4575,2023-05-25 14:30:00,I
2023-04-28 11:25:00,BANKNIFTY,4293925,4293600,4294895,4294500,2325,2023-05-25 14:30:00,I
2023-04-28 11:26:00,BANKNIFTY,4294500,4292565,4294985,4292565,2500,2023-05-25 14:30:00,I
2023-04-28 11:27:00,BANKNIFTY,4292650,4292405,4293495,4293275,2750,2023-05-25 14:30:00,I
2023-04-28 11:28:00,BANKNIFTY,4292505,4292500,4295680,4295680,3775,2023-05-25 14:30:00,I
2023-04-28 11:29:00,BANKNIFTY,4294915,4294700,4296435,4295155,6250,2023-05-25 14:30:00,I
2023-04-28 11:30:00,BANKNIFTY,4295155,4294140,4295815,4295435,1375,2023-05-25 14:30:00,I
2023-04-28 11:31:00,BANKNIFTY,4294840,4294495,4295705,4295010,1325,2023-05-25 14:30:00,I
2023-04-28 11:32:00,BANKNIFTY,4295765,4294700,4295765,4295000,1550,2023-05-25 14:30:00,I
2023-04-28 11:33:00,BANKNIFTY,4295000,4294315,4295580,4295150,3425,2023-05-25 14:30:00,I
2023-04-28 11:34:00,BANKNIFTY,4295150,4294010,4295310,4295095,2525,2023-05-25 14:30:00,I
2023-04-28 11:35:00,BANKNIFTY,4294460,4292915,4294800,4292915,5000,2023-05-25 14:30:00,I
2023-04-28 11:36:00,BANKNIFTY,4293215,4293215,4294780,4294440,2250,2023-05-25 14:30:00,I
2023-04-28 11:37:00,BANKNIFTY,4294440,4294205,4294900,4294525,975,2023-05-25 14:30:00,I
2023-04-28 11:38:00,BANKNIFTY,4294520,4294455,4296105,4296105,5175,2023-05-25 14:30:00,I
2023-04-28 11:39:00,BANKNIFTY,4295590,4294705,4296240,4295000,2750,2023-05-25 14:30:00,I
2023-04-28 11:40:00,BANKNIFTY,4295110,4294500,4295785,4294500,1450,2023-05-25 14:30:00,I
2023-04-28 11:41:00,BANKNIFTY,4294500,4294475,4295030,4295030,1550,2023-05-25 14:30:00,I
2023-04-28 11:42:00,BANKNIFTY,4295000,4294665,4295500,4294975,1050,2023-05-25 14:30:00,I
2023-04-28 11:43:00,BANKNIFTY,4295200,4295090,4297235,4296200,4375,2023-05-25 14:30:00,I
2023-04-28 11:44:00,BANKNIFTY,4296940,4296185,4297235,4296380,2625,2023-05-25 14:30:00,I
2023-04-28 11:45:00,BANKNIFTY,4296450,4296400,4297490,4296510,3250,2023-05-25 14:30:00,I
2023-04-28 11:46:00,BANKNIFTY,4296295,4295530,4297500,4296000,4700,2023-05-25 14:30:00,I
2023-04-28 11:47:00,BANKNIFTY,4295500,4295025,4296525,4295700,4000,2023-05-25 14:30:00,I
2023-04-28 11:48:00,BANKNIFTY,4295700,4294985,4295890,4295000,4450,2023-05-25 14:30:00,I
2023-04-28 11:49:00,BANKNIFTY,4295000,4294615,4296500,4296500,4500,2023-05-25 14:30:00,I
2023-04-28 11:50:00,BANKNIFTY,4295795,4295150,4296910,4295535,1625,2023-05-25 14:30:00,I
2023-04-28 11:51:00,BANKNIFTY,4296000,4295310,4296000,4295550,2675,2023-05-25 14:30:00,I
2023-04-28 11:52:00,BANKNIFTY,4295875,4295815,4296800,4296800,1575,2023-05-25 14:30:00,I
2023-04-28 11:53:00,BANKNIFTY,4296800,4296600,4297900,4297900,1450,2023-05-25 14:30:00,I
2023-04-28 11:54:00,BANKNIFTY,4297900,4297500,4299225,4299000,3975,2023-05-25 14:30:00,I
2023-04-28 11:55:00,BANKNIFTY,4299500,4298550,4299975,4298580,5950,2023-05-25 14:30:00,I
2023-04-28 11:56:00,BANKNIFTY,4298580,4298000,4299000,4298000,1925,2023-05-25 14:30:00,I
2023-04-28 11:57:00,BANKNIFTY,4298000,4297500,4299425,4299200,2775,2023-05-25 14:30:00,I
2023-04-28 11:58:00,BANKNIFTY,4299200,4297555,4299200,4298020,3725,2023-05-25 14:30:00,I
2023-04-28 11:59:00,BANKNIFTY,4298360,4298020,4299390,4298900,2250,2023-05-25 14:30:00,I
2023-04-28 12:00:00,BANKNIFTY,4298800,4298235,4299500,4298745,2650,2023-05-25 14:30:00,I
2023-04-28 12:01:00,BANKNIFTY,4298790,4298390,4299490,4299295,1350,2023-05-25 14:30:00,I
2023-04-28 12:02:00,BANKNIFTY,4299295,4298260,4300845,4299535,11575,2023-05-25 14:30:00,I
2023-04-28 12:03:00,BANKNIFTY,4298760,4298760,4301015,4300310,7175,2023-05-25 14:30:00,I
2023-04-28 12:04:00,BANKNIFTY,4299385,4299100,4300405,4299780,7025,2023-05-25 14:30:00,I
2023-04-28 12:05:00,BANKNIFTY,4299400,4299100,4300490,4299500,4100,2023-05-25 14:30:00,I
2023-04-28 12:06:00,BANKNIFTY,4299500,4299000,4299950,4299425,3075,2023-05-25 14:30:00,I
2023-04-28 12:07:00,BANKNIFTY,4299900,4299000,4299995,4299295,1500,2023-05-25 14:30:00,I
2023-04-28 12:08:00,BANKNIFTY,4299295,4298975,4299820,4299300,1550,2023-05-25 14:30:00,I
2023-04-28 12:09:00,BANKNIFTY,4299210,4298640,4299500,4299275,1375,2023-05-25 14:30:00,I
2023-04-28 12:10:00,BANKNIFTY,4298460,4297810,4298965,4298030,2025,2023-05-25 14:30:00,I
2023-04-28 12:11:00,BANKNIFTY,4298030,4297800,4298405,4298000,1650,2023-05-25 14:30:00,I
2023-04-28 12:12:00,BANKNIFTY,4298000,4297550,4298300,4297720,1225,2023-05-25 14:30:00,I
2023-04-28 12:13:00,BANKNIFTY,4298195,4297700,4299375,4298210,1925,2023-05-25 14:30:00,I
2023-04-28 12:14:00,BANKNIFTY,4298210,4298210,4299900,4299900,2525,2023-05-25 14:30:00,I
2023-04-28 12:15:00,BANKNIFTY,4299000,4299000,4299790,4299790,1125,2023-05-25 14:30:00,I
2023-04-28 12:16:00,BANKNIFTY,4299800,4299045,4299800,4299200,1025,2023-05-25 14:30:00,I
2023-04-28 12:17:00,BANKNIFTY,4299200,4299200,4300680,4299940,3750,2023-05-25 14:30:00,I
2023-04-28 12:18:00,BANKNIFTY,4299225,4299100,4300000,4299110,1625,2023-05-25 14:30:00,I
2023-04-28 12:19:00,BANKNIFTY,4299205,4298760,4299790,4298805,1300,2023-05-25 14:30:00,I
2023-04-28 12:20:00,BANKNIFTY,4299495,4298505,4299495,4299000,1100,2023-05-25 14:30:00,I
2023-04-28 12:21:00,BANKNIFTY,4299000,4299000,4300145,4300135,1975,2023-05-25 14:30:00,I
2023-04-28 12:22:00,BANKNIFTY,4299600,4299235,4299880,4299235,1200,2023-05-25 14:30:00,I
2023-04-28 12:23:00,BANKNIFTY,4299000,4297825,4299290,4298500,1650,2023-05-25 14:30:00,I
2023-04-28 12:24:00,BANKNIFTY,4298305,4298105,4299500,4299450,1500,2023-05-25 14:30:00,I
2023-04-28 12:25:00,BANKNIFTY,4298700,4298600,4299295,4299000,750,2023-05-25 14:30:00,I
2023-04-28 12:26:00,BANKNIFTY,4299000,4299000,4300000,4300000,2225,2023-05-25 14:30:00,I
2023-04-28 12:27:00,BANKNIFTY,4300370,4299805,4301505,4301505,7100,2023-05-25 14:30:00,I
2023-04-28 12:28:00,BANKNIFTY,4301400,4301295,4302735,4301800,8950,2023-05-25 14:30:00,I
2023-04-28 12:29:00,BANKNIFTY,4302170,4301580,4302800,4302515,2850,2023-05-25 14:30:00,I
2023-04-28 12:30:00,BANKNIFTY,4302370,4301505,4302795,4302730,5625,2023-05-25 14:30:00,I
2023-04-28 12:31:00,BANKNIFTY,4302500,4300640,4302715,4301455,4275,2023-05-25 14:30:00,I
2023-04-28 12:32:00,BANKNIFTY,4300860,4300860,4302425,4301515,2900,2023-05-25 14:30:00,I
2023-04-28 12:33:00,BANKNIFTY,4301395,4301330,4302170,4301500,750,2023-05-25 14:30:00,I
2023-04-28 12:34:00,BANKNIFTY,4301400,4300765,4302000,4301340,4225,2023-05-25 14:30:00,I
2023-04-28 12:35:00,BANKNIFTY,4301650,4301340,4302100,4301860,3850,2023-05-25 14:30:00,I
2023-04-28 12:36:00,BANKNIFTY,4301860,4300010,4301860,4300220,2025,2023-05-25 14:30:00,I
2023-04-28 12:37:00,BANKNIFTY,4300220,4300220,4301570,4300915,675,2023-05-25 14:30:00,I
2023-04-28 12:38:00,BANKNIFTY,4300975,4300760,4301600,4301155,1125,2023-05-25 14:30:00,I
2023-04-28 12:39:00,BANKNIFTY,4301585,4301080,4302000,4301175,2650,2023-05-25 14:30:00,I
2023-04-28 12:40:00,BANKNIFTY,4301655,4301185,4302000,4302000,775,2023-05-25 14:30:00,I
2023-04-28 12:41:00,BANKNIFTY,4301720,4301100,4301995,4301370,1625,2023-05-25 14:30:00,I
2023-04-28 12:42:00,BANKNIFTY,4301370,4301370,4302000,4302000,7175,2023-05-25 14:30:00,I
2023-04-28 12:43:00,BANKNIFTY,4302000,4301205,4302000,4301800,700,2023-05-25 14:30:00,I
2023-04-28 12:44:00,BANKNIFTY,4301875,4301190,4302500,4302500,4575,2023-05-25 14:30:00,I
2023-04-28 12:45:00,BANKNIFTY,4303365,4300910,4303365,4300910,6850,2023-05-25 14:30:00,I
2023-04-28 12:46:00,BANKNIFTY,4300910,4300320,4301665,4300845,2625,2023-05-25 14:30:00,I
2023-04-28 12:47:00,BANKNIFTY,4300845,4298700,4300845,4299870,5900,2023-05-25 14:30:00,I
2023-04-28 12:48:00,BANKNIFTY,4299730,4299705,4300860,4300790,2525,2023-05-25 14:30:00,I
2023-04-28 12:49:00,BANKNIFTY,4300405,4300350,4301000,4300590,1425,2023-05-25 14:30:00,I
2023-04-28 12:50:00,BANKNIFTY,4300570,4300300,4301400,4301095,2400,2023-05-25 14:30:00,I
2023-04-28 12:51:00,BANKNIFTY,4301435,4301000,4301500,4301335,1800,2023-05-25 14:30:00,I
2023-04-28 12:52:00,BANKNIFTY,4301540,4301540,4304055,4303100,6400,2023-05-25 14:30:00,I
2023-04-28 12:53:00,BANKNIFTY,4302515,4302105,4303815,4303220,3250,2023-05-25 14:30:00,I
2023-04-28 12:54:00,BANKNIFTY,4303220,4303015,4303785,4303500,1625,2023-05-25 14:30:00,I
2023-04-28 12:55:00,BANKNIFTY,4303020,4302505,4303500,4303015,1575,2023-05-25 14:30:00,I
2023-04-28 12:56:00,BANKNIFTY,4303015,4302500,4303895,4303500,3250,2023-05-25 14:30:00,I
2023-04-28 12:57:00,BANKNIFTY,4303600,4302500,4303600,4302590,2000,2023-05-25 14:30:00,I
2023-04-28 12:58:00,BANKNIFTY,4302970,4302160,4303195,4302915,1475,2023-05-25 14:30:00,I
2023-04-28 12:59:00,BANKNIFTY,4302885,4301200,4303000,4301500,2550,2023-05-25 14:30:00,I
2023-04-28 13:00:00,BANKNIFTY,4301575,4301420,4303000,4302125,3050,2023-05-25 14:30:00,I
2023-04-28 13:01:00,BANKNIFTY,4302240,4301990,4305260,4305090,16950,2023-05-25 14:30:00,I
2023-04-28 13:02:00,BANKNIFTY,4305560,4304035,4305900,4304300,5650,2023-05-25 14:30:00,I
2023-04-28 13:03:00,BANKNIFTY,4304325,4303770,4304775,4303770,1300,2023-05-25 14:30:00,I
2023-04-28 13:04:00,BANKNIFTY,4303770,4302985,4304000,4303795,2775,2023-05-25 14:30:00,I
2023-04-28 13:05:00,BANKNIFTY,4302995,4302995,4304300,4304300,3700,2023-05-25 14:30:00,I
2023-04-28 13:06:00,BANKNIFTY,4304200,4303000,4304350,4303740,2675,2023-05-25 14:30:00,I
2023-04-28 13:07:00,BANKNIFTY,4303050,4302800,4303895,4303000,1275,2023-05-25 14:30:00,I
2023-04-28 13:08:00,BANKNIFTY,4303205,4302075,4303700,4302800,1475,2023-05-25 14:30:00,I
2023-04-28 13:09:00,BANKNIFTY,4302800,4302340,4303400,4302975,1425,2023-05-25 14:30:00,I
2023-04-28 13:10:00,BANKNIFTY,4303040,4302945,4303970,4303970,2300,2023-05-25 14:30:00,I
2023-04-28 13:11:00,BANKNIFTY,4304045,4302920,4304300,4303200,2875,2023-05-25 14:30:00,I
2023-04-28 13:12:00,BANKNIFTY,4303200,4302900,4303975,4303450,1525,2023-05-25 14:30:00,I
2023-04-28 13:13:00,BANKNIFTY,4303465,4302400,4303950,4303950,2425,2023-05-25 14:30:00,I
2023-04-28 13:14:00,BANKNIFTY,4303950,4302925,4303975,4303800,1350,2023-05-25 14:30:00,I
2023-04-28 13:15:00,BANKNIFTY,4303900,4303060,4304200,4303120,2825,2023-05-25 14:30:00,I
2023-04-28 13:16:00,BANKNIFTY,4303905,4302900,4303905,4302900,2050,2023-05-25 14:30:00,I
2023-04-28 13:17:00,BANKNIFTY,4302900,4302200,4303900,4303790,2850,2023-05-25 14:30:00,I
2023-04-28 13:18:00,BANKNIFTY,4303850,4302795,4303905,4303700,2025,2023-05-25 14:30:00,I
2023-04-28 13:19:00,BANKNIFTY,4303800,4303550,4304830,4304800,4175,2023-05-25 14:30:00,I
2023-04-28 13:20:00,BANKNIFTY,4304215,4304035,4306000,4305535,5050,2023-05-25 14:30:00,I
2023-04-28 13:21:00,BANKNIFTY,4305575,4304495,4306000,4305820,3750,2023-05-25 14:30:00,I
2023-04-28 13:22:00,BANKNIFTY,4305795,4305005,4305970,4305900,4575,2023-05-25 14:30:00,I
